success,n_prior_ipos,n_prior_acquisitions,n_prior_exits,has_prior_ipo,has_prior_acquisition,has_any_prior_exit,has_multiple_exits,has_big_prior_ipo,has_well_known_acquirer,n_degrees,best_qs_ranking,has_top_10_qs,has_top_50_qs,has_top_200_qs,has_phd,has_mba,has_master,has_bachelor,has_cs_field,has_engineering_field,has_business_field,has_stem_field,n_jobs,total_career_years,n_unique_industries_worked,had_c_level_role,had_founder_role,had_leadership_role,had_senior_tech_role,max_company_size,worked_at_big_company,worked_at_huge_company,n_startup_jobs,industry_is_tech,industry_is_health,industry_is_finance,worked_in_target_industry,career_breadth,avg_job_duration,elite_education_x_leadership,serial_entrepreneur,technical_founder
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,15000,1,1,0,0,0,0,1,1.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,1,0,1,0,0,1,0,9,22.0,3,0,0,1,1,15000,1,1,0,1,0,0,0,0.3333333333333333,2.4444444444444446,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0
0,0,1,1,0,1,1,0,0,0,2,250.0,0,0,0,0,1,0,1,0,0,0,1,6,15.5,4,1,0,1,0,15000,1,1,0,1,0,0,1,0.6666666666666666,2.5833333333333335,0,0,0
0,0,0,0,0,0,0,0,0,0,4,250.0,0,0,0,1,0,1,1,1,1,0,1,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,4,5.5,2,0,0,0,0,15000,1,1,0,1,0,0,0,0.5,1.375,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,0,0,1,5,17.5,2,1,0,1,1,15000,1,1,0,1,0,0,1,0.4,3.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,85.0,0,0,1,0,0,0,1,0,0,0,1,8,21.0,6,1,1,1,0,15000,1,1,2,0,0,0,1,0.75,2.625,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,1,1,1,7,15.0,2,1,0,1,1,15000,1,1,0,1,0,0,0,0.2857142857142857,2.142857142857143,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,0,0,1,0,0,1,0,5,12.5,5,1,0,0,1,15000,1,1,0,0,0,0,0,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,3,11.0,2,1,0,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,3.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,152.0,0,0,1,0,1,0,1,0,0,1,0,7,12.0,3,1,0,1,1,15000,1,1,1,0,0,0,0,0.42857142857142855,1.7142857142857142,0,0,0
0,0,1,1,0,1,1,0,0,0,3,250.0,0,0,0,0,1,1,1,1,0,1,1,10,23.5,6,1,1,1,1,15000,1,1,1,1,0,0,1,0.6,2.35,0,1,1
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,0,0,1,3,3.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.6666666666666666,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,0,0,1,2,3.5,1,1,1,0,0,125,0,0,0,1,0,0,0,0.5,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,43.0,0,1,1,0,0,0,1,0,0,0,0,8,29.0,4,1,1,1,1,350,0,0,4,1,0,0,0,0.5,3.625,1,0,0
0,0,0,0,0,0,0,0,0,0,1,141.0,0,0,1,1,0,0,0,0,1,0,1,2,5.5,2,1,0,1,1,30,0,0,1,0,1,0,1,1.0,2.75,0,0,0
0,0,0,0,0,0,0,0,0,0,2,141.0,0,0,1,0,0,0,1,0,0,0,0,1,2.5,1,0,0,0,1,15000,1,1,0,1,0,0,0,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,1,0,1,0,0,1,0,7,21.5,3,1,1,1,0,15000,1,1,3,1,0,0,0,0.42857142857142855,3.0714285714285716,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,1,0,1,0,0,1,0,1,5,13.0,2,1,0,0,1,15000,1,1,0,0,0,0,0,0.4,2.6,0,0,0
0,0,0,0,0,0,0,0,0,0,1,88.0,0,0,1,0,0,0,0,0,0,0,0,10,31.5,5,1,0,1,1,15000,1,1,1,0,1,0,1,0.5,3.15,0,0,0
0,0,0,0,0,0,0,0,0,0,2,170.0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,45.0,0,1,1,1,0,0,0,0,1,0,1,1,4.5,1,0,0,0,0,3000,1,0,0,0,0,0,0,1.0,4.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,0,0,0,10,13.0,4,1,1,1,1,15000,1,1,0,1,0,0,0,0.4,1.3,0,0,0
0,0,0,0,0,0,0,0,0,0,3,172.0,0,0,1,0,1,1,1,0,0,1,1,2,8.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4.25,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,1,7.5,1,1,1,1,0,6,0,0,1,0,0,0,0,1.0,7.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,12,23.5,3,1,1,1,1,15000,1,1,1,0,0,0,1,0.25,1.9583333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,4,7.0,1,1,0,1,0,6,0,0,1,0,0,0,0,0.25,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,0,0,0,1,0,3,3.0,2,0,0,0,1,15000,1,1,2,0,0,0,0,0.6666666666666666,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,3.0,1,1,1,0,0,0,0,0,0,0,1,3,0.0,2,0,0,0,1,0,0,0,0,0,1,0,1,0.6666666666666666,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,127.0,0,0,1,0,0,1,1,0,0,1,0,3,11.0,3,0,0,1,0,3000,1,0,1,0,0,0,0,1.0,3.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,4.0,1,1,1,0,0,1,1,0,0,1,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,1,1,1.0,1,0,0,0,0,3000,1,0,0,0,0,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,32.0,0,1,1,1,0,1,1,0,1,0,1,5,14.5,1,1,0,1,1,15000,1,1,0,0,0,0,0,0.2,2.9,1,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,8,19.0,2,1,0,1,0,3000,1,0,1,0,0,0,0,0.25,2.375,0,0,0
0,0,0,0,0,0,0,0,0,0,2,26.0,0,1,1,0,0,1,1,0,1,0,1,1,1.0,1,1,1,0,0,6,0,0,1,0,0,0,0,1.0,1.0,1,0,0
0,0,0,0,0,0,0,0,0,0,3,156.0,0,0,1,0,0,0,1,0,0,0,1,5,5.0,4,1,0,0,1,0,0,0,0,0,0,0,0,0.8,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,5,5.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0.4,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,141.0,0,0,1,0,0,0,1,0,0,0,0,3,4.5,1,1,0,0,0,15000,1,1,1,0,0,0,1,0.3333333333333333,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,6,17.5,2,1,1,1,0,15000,1,1,1,1,0,0,1,0.3333333333333333,2.9166666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,1,26.0,0,1,1,0,0,0,1,0,0,1,0,2,2.0,1,0,1,1,0,6,0,0,1,0,0,0,1,0.5,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,79.0,0,0,1,0,1,0,1,1,1,1,1,3,9.0,2,1,0,1,1,15000,1,1,1,0,0,0,1,0.6666666666666666,3.0,0,0,1
0,0,0,0,0,0,0,0,0,0,3,6.0,1,1,1,0,1,1,1,0,0,1,0,3,3.5,3,1,1,0,1,15000,1,1,1,0,0,0,0,1.0,1.1666666666666667,1,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,1,0,1,1,1,1,0,1,2,2.5,1,1,1,1,0,0,0,0,0,1,0,0,0,0.5,1.25,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,1,1,0,1,3,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,12.0,0,1,1,0,0,0,1,0,1,0,1,8,23.0,1,0,0,1,0,15000,1,1,1,0,0,0,0,0.125,2.875,0,0,0
0,0,0,0,0,0,0,0,0,0,1,42.0,0,1,1,0,0,0,1,0,0,1,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,1,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,8,10.5,5,1,1,1,1,15000,1,1,1,1,0,0,0,0.625,1.3125,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,3,3.5,2,0,0,0,1,3000,1,0,0,0,0,0,0,0.6666666666666666,1.1666666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,3000,1,0,0,0,1,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,1,0,2,3.5,1,0,1,1,0,0,0,0,0,1,0,0,0,0.5,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,1,0,1,1,2.5,1,0,0,0,0,350,0,0,0,1,0,0,1,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,1,1,1,8,18.5,7,1,1,1,1,15000,1,1,0,0,0,0,0,0.875,2.3125,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,0,0,1,0,0,0,0,6,7.5,3,1,1,0,0,3000,1,0,3,1,0,0,1,0.5,1.25,0,0,0
0,0,0,0,0,0,0,0,0,0,2,123.0,0,0,1,0,0,0,1,0,0,0,1,12,37.0,3,1,1,1,1,125,0,0,1,0,0,0,1,0.25,3.0833333333333335,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,1,0,1,5,7.5,2,1,0,1,0,15000,1,1,1,1,0,0,0,0.4,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1,0,1,0,0,6,0,0,1,0,1,0,1,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,1,0,3,6.5,2,1,1,1,0,30,0,0,2,1,0,0,0,0.6666666666666666,2.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,1,1,1,2,3.5,2,1,0,1,1,15000,1,1,1,0,0,0,0,1.0,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,1,0,1,2,2.0,1,0,0,0,0,750,0,0,0,0,0,0,0,0.5,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,4.0,1,1,1,0,0,1,1,1,0,0,1,3,4.5,2,0,0,0,0,3000,1,0,2,1,0,0,0,0.6666666666666666,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,3,11.0,0,1,1,1,1,0,1,0,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,11.0,0,1,1,0,0,1,1,0,0,0,0,1,2.5,1,0,0,0,0,30,0,0,1,1,0,0,0,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,1,0,1,1,0.0,1,1,1,0,0,30,0,0,1,0,0,0,0,1.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,1,0,1,0,4,10.5,3,1,0,1,1,3000,1,0,1,1,0,0,1,0.75,2.625,0,0,1
0,0,0,0,0,0,0,0,0,0,4,12.0,0,1,1,0,0,1,1,0,0,0,1,3,0.0,1,1,0,1,0,30,0,0,1,0,0,0,1,0.3333333333333333,0.0,1,0,0
0,0,1,1,0,1,1,0,0,0,3,13.0,0,1,1,0,0,0,1,1,0,1,1,5,6.5,3,1,1,0,1,15000,1,1,3,0,0,0,0,0.6,1.3,1,1,1
0,0,0,0,0,0,0,0,0,0,1,170.0,0,0,1,0,0,0,1,0,0,1,0,4,10.5,2,1,0,1,0,6,0,0,1,1,0,0,0,0.5,2.625,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,1,0,1,0,0,0,4,5.5,1,1,0,1,1,15000,1,1,0,0,1,0,1,0.25,1.375,0,0,1
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,54.0,0,0,1,0,0,0,1,1,0,0,1,5,16.5,3,1,0,0,1,15000,1,1,0,1,0,0,1,0.6,3.3,0,0,1
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,0,1,0,0,0,0,11,20.5,2,1,0,1,1,15000,1,1,1,0,0,0,0,0.18181818181818182,1.8636363636363635,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,150.0,0,0,1,0,0,0,1,1,1,0,1,2,5.5,2,1,1,0,0,30,0,0,2,0,0,0,1,1.0,2.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,7,6.0,4,1,0,1,0,3000,1,0,1,1,0,0,1,0.5714285714285714,0.8571428571428571,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,9.5,2,1,1,0,0,30,0,0,2,1,0,0,0,0.6666666666666666,3.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,1,10.0,1,1,1,1,0,0,0,0,0,0,0,13,22.5,5,1,1,1,0,15000,1,1,0,0,0,0,0,0.38461538461538464,1.7307692307692308,1,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,1,0,0,0,0,0,4,4.0,2,0,1,0,1,0,0,0,0,0,0,1,0,0.5,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,1,1,0,1,6,15.5,3,1,1,1,1,15000,1,1,1,1,0,0,1,0.5,2.5833333333333335,0,0,1
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,5,250.0,0,0,0,1,0,0,1,0,0,1,1,3,15.0,1,1,1,0,0,30,0,0,1,0,1,0,0,0.3333333333333333,5.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,0,1,0,0,0,1,2,5.5,1,0,1,0,1,15000,1,1,0,0,1,0,0,0.5,2.75,0,0,0
0,0,0,0,0,0,0,0,0,0,4,250.0,0,0,0,1,0,0,1,0,1,0,1,13,16.0,4,1,1,1,1,15000,1,1,3,1,0,0,1,0.3076923076923077,1.2307692307692308,0,0,0
0,0,0,0,0,0,0,0,0,0,2,4.0,1,1,1,1,0,0,1,1,1,0,1,5,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.6,1,0,0
0,0,0,0,0,0,0,0,0,0,5,250.0,0,0,0,1,0,1,1,1,0,1,1,10,21.0,5,1,1,1,0,15000,1,1,3,1,0,0,1,0.5,2.1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,158.0,0,0,1,0,0,1,0,0,0,0,0,2,10.0,2,0,0,0,0,15000,1,1,0,1,0,0,0,1.0,5.0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,1,4.5,1,0,0,0,0,350,0,0,0,0,0,0,0,1.0,4.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,11,22.0,6,1,0,1,1,15000,1,1,1,1,0,0,1,0.5454545454545454,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,0,0,0,0,0,3,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,0,1,0,7,11.5,5,1,0,0,1,15000,1,1,2,0,0,0,1,0.7142857142857143,1.6428571428571428,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,15.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,5.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,6.0,1,1,1,0,1,0,1,0,1,1,1,4,7.0,2,1,1,1,1,3000,1,0,0,0,0,0,0,0.5,1.75,1,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,1,0,0,1,14,26.0,4,1,1,1,1,15000,1,1,0,0,0,0,1,0.2857142857142857,1.8571428571428572,0,0,1
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,1,0,1,3,9.5,2,1,1,1,0,15000,1,1,0,1,0,0,0,0.6666666666666666,3.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,0,0,0,0,0,5,14.5,2,1,0,1,0,3000,1,0,0,0,0,1,1,0.4,2.9,0,0,0
0,0,0,0,0,0,0,0,0,0,3,150.0,0,0,1,1,0,1,1,0,0,0,0,10,20.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0.3,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,3,5.0,2,1,0,1,1,15000,1,1,0,0,0,0,0,0.6666666666666666,1.6666666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,4,21.0,0,1,1,0,1,1,1,1,1,0,1,3,5.5,2,1,0,1,0,350,0,0,0,1,0,0,1,0.6666666666666666,1.8333333333333333,1,0,0
0,0,0,0,0,0,0,0,0,0,3,4.0,1,1,1,0,1,1,1,0,0,1,0,9,20.5,6,1,1,1,1,15000,1,1,0,0,0,0,1,0.6666666666666666,2.2777777777777777,1,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,1,1,0,1,0,6,0,0,1,0,0,0,1,1.0,7.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,1,0,0,0,4,4.0,1,0,0,0,1,750,0,0,1,1,0,0,0,0.25,1.0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,1,0,2,3.5,1,0,0,0,1,750,0,0,0,0,0,0,0,0.5,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,3,4.5,2,0,0,0,0,750,0,0,1,0,0,0,0,0.6666666666666666,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,84.0,0,0,1,0,0,0,1,0,0,0,0,6,21.0,3,1,1,0,1,6,0,0,1,0,0,0,0,0.5,3.5,0,0,0
0,1,0,1,1,0,1,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,3,7.5,1,1,0,0,0,15000,1,1,0,0,0,0,0,0.3333333333333333,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,124.0,0,0,1,0,0,0,1,0,0,1,0,3,13.0,1,1,0,1,0,350,0,0,0,0,0,0,1,0.3333333333333333,4.333333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,1,2,2.0,1,1,1,0,0,6,0,0,1,0,0,0,1,0.5,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,6.0,1,1,1,0,0,1,1,0,1,1,1,1,1.0,1,0,0,0,0,15000,1,1,0,0,0,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,6,7.5,2,1,0,1,0,15000,1,1,1,0,0,0,0,0.3333333333333333,1.25,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,4,18.5,3,0,1,0,0,6,0,0,2,0,0,1,1,0.75,4.625,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,1,0,1,0,0,1,0,5,6.5,3,1,1,1,1,15000,1,1,0,1,0,0,1,0.6,1.3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,12.0,0,1,1,0,0,0,1,1,0,0,1,2,2.0,1,0,0,0,1,15000,1,1,0,1,0,0,0,0.5,1.0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,1,0,1,3,8.0,2,1,0,1,0,125,0,0,0,1,0,0,0,0.6666666666666666,2.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,6,23.5,4,1,0,1,0,3000,1,0,0,0,0,0,0,0.6666666666666666,3.9166666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,5,6.5,2,1,0,1,0,30,0,0,1,0,0,0,0,0.4,1.3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,1,0,1,12,36.5,4,1,0,1,1,15000,1,1,1,0,0,0,1,0.3333333333333333,3.0416666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,101.0,0,0,1,0,0,0,0,0,0,1,0,4,7.0,1,0,0,0,0,6,0,0,1,0,0,1,1,0.25,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,0,0,0,0,0,2,8.5,1,0,0,0,0,6,0,0,1,1,0,0,1,0.5,4.25,0,0,0
0,0,0,0,0,0,0,0,0,0,1,99.0,0,0,1,0,0,0,1,0,0,0,0,1,1.0,1,1,0,1,0,6,0,0,1,0,0,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,127.0,0,0,1,0,0,0,1,0,0,0,1,4,5.5,2,1,0,0,1,0,0,0,0,0,0,0,0,0.5,1.375,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,4,16.0,2,1,0,1,0,15000,1,1,0,0,0,0,0,0.5,4.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,1,1,0,1,2,2.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,1.25,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,3,4.5,3,1,0,0,0,15000,1,1,0,1,0,0,0,1.0,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,6,12.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0.16666666666666666,2.0833333333333335,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,1,4,16.0,1,0,0,0,0,125,0,0,1,0,0,0,1,0.25,4.0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,5,11.5,2,1,0,1,0,30,0,0,2,1,0,0,1,0.4,2.3,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,0,0,0,0,0,1,5,2.0,2,1,1,1,0,15000,1,1,0,0,0,0,0,0.4,0.4,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,1,0,4,5.5,2,1,1,1,0,3000,1,0,1,0,0,0,0,0.5,1.375,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,6,12.5,3,1,1,1,0,350,0,0,0,0,0,0,0,0.5,2.0833333333333335,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,0,1,0,4,15.5,1,1,1,1,1,15000,1,1,1,0,0,1,1,0.25,3.875,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,1,1,1,0,0,1,1,4,12.0,4,1,0,1,0,15000,1,1,1,1,0,0,0,1.0,3.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,1,0,0,1,3,6.5,3,1,0,0,1,15000,1,1,0,1,0,0,0,1.0,2.1666666666666665,0,0,1
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,0,0,0,0,1,7,15.0,6,1,0,1,0,30,0,0,1,0,0,0,1,0.8571428571428571,2.142857142857143,0,0,0
0,0,0,0,0,0,0,0,0,0,4,152.0,0,0,1,0,1,1,1,0,0,1,1,1,4.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,4.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.5,5.0,0,0,0
